UF,nome_municipio,populacao,geocodigo
MG,Paulistas,4269,3148400
MG,Pavão,8044,3148509
MG,Peçanha,17358,3148608
MG,Pedra Azul,24452,3148707
MG,Pedra Bonita,7320,3148756
MG,Pedra do Anta,3511,3148806
MG,Pedra do Indaiá,3725,3148905
MG,Pedra Dourada,2752,3149002
MG,Pedralva,10750,3149101
MG,Pedras de Maria da Cruz,10445,3149150
MG,Pedrinópolis,3359,3149200
MG,Pedro Leopoldo,60154,3149309
MG,Pedro Teixeira,1806,3149408
MG,Pequeri,3351,3149507
MG,Pequi,4042,3149606
MG,Perdigão,12014,3149705
MG,Perdizes,17999,3149804
MG,Perdões,21329,3149903
MG,Periquito,6566,3149952
MG,Pescador,3537,3150000
MG,Piau,2530,3150109
MG,Piedade de Caratinga,8345,3150158
MG,Piedade de Ponte Nova,3941,3150208
MG,Piedade do Rio Grande,4560,3150307
MG,Piedade dos Gerais,5215,3150406
MG,Pimenta,8210,3150505
MG,Pingo-d'Água,4714,3150539
MG,Pintópolis,6922,3150570
MG,Piracema,7451,3150604
MG,Pirajuba,5438,3150703
MG,Piranga,15308,3150802
MG,Piranguçu,5848,3150901
MG,Piranguinho,9109,3151008
MG,Pirapetinga,11110,3151107
MG,Pirapora,55876,3151206
MG,Piraúba,11547,3151305
MG,Pitangui,26568,3151404
MG,Piumhi,34834,3151503
MG,Planura,10503,3151602
MG,Poço Fundo,15831,3151701
MG,Poços de Caldas,172869,3151800
MG,Pocrane,8715,3151909
MG,Pompéu,30493,3152006
MG,Ponte Nova,58779,3152105
MG,Ponto Chique,3775,3152131
MG,Ponto dos Volantes,10584,3152170
MG,Porteirinha,37321,3152204
MG,Porto Firme,10571,3152303
MG,Poté,13643,3152402
MG,Pouso Alegre,162028,3152501
MG,Pouso Alto,6567,3152600
MG,Prados,8964,3152709
MG,Prata,28678,3152808
MG,Pratápolis,8416,3152907
MG,Pratinha,3566,3153004
MG,Presidente Bernardes,4845,3153103
MG,Presidente Juscelino,3630,3153202
MG,Presidente Kubitschek,3075,3153301
MG,Presidente Olegário,19471,3153400
MG,Alto Jequitibá,8394,3153509
MG,Prudente de Morais,12224,3153608
MG,Quartel Geral,3150,3153707
MG,Queluzito,1778,3153806
MG,Raposos,16266,3153905
MG,Raul Soares,23387,3154002
MG,Recreio,11016,3154101
MG,Reduto,7865,3154150
MG,Resende Costa,11004,3154200
MG,Resplendor,15775,3154309
MG,Ressaquinha,4548,3154408
MG,Riachinho,8197,3154457
MG,Riacho dos Machados,8757,3154507
MG,Ribeirão das Neves,327968,3154606
MG,Ribeirão Vermelho,3953,3154705
MG,Rio Acima,10263,3154804
MG,Rio Casca,12795,3154903
MG,Rio Doce,2121,3155009
MG,Rio do Prado,4631,3155108
MG,Rio Espera,5432,3155207
MG,Rio Manso,5527,3155306
MG,Rio Novo,8450,3155405
MG,Rio Paranaíba,14602,3155504
MG,Rio Pardo de Minas,27708,3155603
MG,Rio Piracicaba,14120,3155702
MG,Rio Pomba,17721,3155801
MG,Rio Preto,5040,3155900
MG,Rio Vermelho,12457,3156007
MG,Ritápolis,4984,3156106
MG,Rochedo de Minas,2292,3156205
MG,Rodeiro,8596,3156304
MG,Romaria,3104,3156403
MG,Rosário da Limeira,4736,3156452
MG,Rubelita,5695,3156502
MG,Rubim,10321,3156601
MG,Sabará,131294,3156700
MG,Sabinópolis,13797,3156809
MG,Sacramento,25888,3156908
MG,Salinas,39969,3157005
MG,Salto da Divisa,6015,3157104
MG,Santa Bárbara,29491,3157203
MG,Santa Bárbara do Leste,7990,3157252
MG,Santa Bárbara do Monte Verde,2963,3157278
MG,Santa Bárbara do Tugúrio,4204,3157302
MG,Santa Cruz de Minas,8074,3157336
MG,Santa Cruz de Salinas,3908,3157377
MG,Santa Cruz do Escalvado,4852,3157401
MG,Santa Efigênia de Minas,4272,3157500
MG,Santa Fé de Minas,3521,3157609
MG,Santa Helena de Minas,5897,3157658
MG,Santa Juliana,15786,3157708
MG,Santa Luzia,213709,3157807
MG,Santa Margarida,16414,3157906
MG,Santa Maria de Itabira,10133,3158003
MG,Santa Maria do Salto,4666,3158102
MG,Santa Maria do Suaçuí,12652,3158201
MG,Santana da Vargem,6561,3158300
MG,Santana de Cataguases,3503,3158409
MG,Santana de Pirapama,7014,3158508
MG,Santana do Deserto,3732,3158607
MG,Santana do Garambéu,2140,3158706
MG,Santana do Jacaré,4214,3158805
MG,Santana do Manhuaçu,9010,3158904
MG,Santana do Paraíso,37113,3158953
MG,Santana do Riacho,5754,3159001
MG,Santana dos Montes,3469,3159100
MG,Santa Rita de Caldas,8400,3159209
MG,Santa Rita de Jacutinga,4768,3159308
MG,Santa Rita de Minas,6214,3159357
MG,Santa Rita de Ibitipoca,3303,3159407
MG,Santa Rita do Itueto,5831,3159506
MG,Santa Rita do Sapucaí,40719,3159605
MG,Santa Rosa da Serra,3414,3159704
MG,Santa Vitória,20538,3159803
MG,Santo Antônio do Amparo,16723,3159902
MG,Santo Antônio do Aventureiro,3770,3160009
MG,Santo Antônio do Grama,4229,3160108
MG,Santo Antônio do Itambé,3846,3160207
MG,Santo Antônio do Jacinto,10251,3160306
MG,Santo Antônio do Monte,28345,3160405
MG,Santo Antônio do Retiro,6621,3160454
MG,Santo Antônio do Rio Abaixo,1808,3160504
MG,Santo Hipólito,2593,3160603
MG,Santos Dumont,44140,3160702
MG,São Bento Abade,4710,3160801
MG,São Brás do Suaçuí,3987,3160900
MG,São Domingos das Dores,5621,3160959
MG,São Domingos do Prata,17399,3161007
MG,São Félix de Minas,3204,3161056
MG,São Francisco,51321,3161106
MG,São Francisco de Paula,6429,3161205
MG,São Francisco de Sales,5532,3161304
MG,São Francisco do Glória,4796,3161403
MG,São Geraldo,10270,3161502
MG,São Geraldo da Piedade,3307,3161601
MG,São Geraldo do Baixio,3104,3161650
MG,São Gonçalo do Abaeté,7152,3161700
MG,São Gonçalo do Pará,11688,3161809
MG,São Gonçalo do Rio Abaixo,12466,3161908
MG,São Gonçalo do Sapucaí,23792,3162005
MG,São Gotardo,41114,3162104
MG,São João Batista do Glória,7455,3162203
MG,São João da Lagoa,4818,3162252
MG,São João da Mata,2803,3162302
MG,São João da Ponte,23840,3162401
MG,São João das Missões,12986,3162450
MG,São João del Rei,93778,3162500
MG,São João do Manhuaçu,11245,3162559
MG,São João do Manteninha,5329,3162575
MG,São João do Oriente,7049,3162609
MG,São João do Pacuí,3884,3162658
MG,São João do Paraíso,20502,3162708
MG,São João Evangelista,14864,3162807
MG,São João Nepomuceno,24970,3162906
MG,São Joaquim de Bicas,34677,3162922
MG,São José da Barra,7862,3162948
MG,São José da Lapa,27125,3162955
MG,São José da Safira,3769,3163003
MG,São José da Varginha,4392,3163102
MG,São José do Alegre,4125,3163201
MG,São José do Divino,3437,3163300
MG,São José do Goiabal,5400,3163409
MG,São José do Jacuri,6098,3163508
MG,São José do Mantimento,2768,3163607
MG,São Lourenço,44432,3163706
MG,São Miguel do Anta,6219,3163805
MG,São Pedro da União,4869,3163904
MG,São Pedro dos Ferros,7122,3164001
MG,São Pedro do Suaçuí,5108,3164100
MG,São Romão,9783,3164209
MG,São Roque de Minas,6893,3164308
MG,São Sebastião da Bela Vista,6390,3164407
MG,São Sebastião da Vargem Alegre,3113,3164431
MG,São Sebastião do Anta,6195,3164472
MG,São Sebastião do Maranhão,9918,3164506
MG,São Sebastião do Oeste,8819,3164605
MG,São Sebastião do Paraíso,70976,3164704
MG,São Sebastião do Rio Preto,1231,3164803
MG,São Sebastião do Rio Verde,2299,3164902
MG,São Tiago,11741,3165008
MG,São Tomás de Aquino,6745,3165107
MG,São Tomé das Letras,6782,3165206
MG,São Vicente de Minas,6669,3165305
MG,Sapucaí-Mirim,6288,3165404
MG,Sardoá,4774,3165503
MG,Sarzedo,36581,3165537
MG,Setubinha,9797,3165552
MG,Sem-Peixe,2382,3165560
MG,Senador Amaral,6208,3165578
MG,Senador Cortes,2237,3165602
MG,Senador Firmino,7716,3165701
MG,Senador José Bento,2071,3165800
MG,Senador Modestino Gonçalves,3926,3165909
MG,Senhora de Oliveira,5295,3166006
MG,Senhora do Porto,3032,3166105
MG,Senhora dos Remédios,9925,3166204
MG,Sericita,7345,3166303
MG,Seritinga,1812,3166402
MG,Serra Azul de Minas,3906,3166501
MG,Serra da Saudade,836,3166600
MG,Serra dos Aimorés,6847,3166709
MG,Serra do Salitre,13152,3166808
MG,Serrania,7518,3166907
MG,Serranópolis de Minas,4398,3166956
MG,Serranos,1952,3167004
MG,Serro,21813,3167103
MG,Sete Lagoas,233398,3167202
MG,Silveirânia,2322,3167301
MG,Silvianópolis,6061,3167400
MG,Simão Pereira,2913,3167509
MG,Simonésia,19807,3167608
MG,Sobrália,4893,3167707
MG,Soledade de Minas,5602,3167806
MG,Tabuleiro,3926,3167905
MG,Taiobeiras,33071,3168002
MG,Taparuba,3390,3168051
MG,Tapira,3975,3168101
MG,Tapiraí,1689,3168200
MG,Taquaraçu de Minas,4135,3168309
MG,Tarumirim,11900,3168408
MG,Teixeiras,12105,3168507
MG,Teófilo Otoni,142030,3168606
MG,Timóteo,77856,3168705
MG,Tiradentes,7508,3168804
MG,Tiros,8152,3168903
MG,Tocantins,14912,3169000
MG,Tocos do Moji,4086,3169059
MG,Toledo,7190,3169109
MG,Tombos,8621,3169208
MG,Três Corações,75313,3169307
MG,Três Marias,28320,3169356
MG,Três Pontas,53511,3169406
MG,Tumiritinga,5611,3169505
MG,Tupaciguara,25500,3169604
MG,Turmalina,19933,3169703
MG,Turvolândia,4859,3169802
MG,Ubá,98705,3169901
MG,Ubaí,11606,3170008
MG,Ubaporanga,12805,3170057
MG,Uberaba,359090,3170107
MG,Uberlândia,725536,3170206
MG,Umburatiba,2686,3170305
MG,Unaí,86867,3170404
MG,União de Minas,3671,3170438
MG,Uruana de Minas,3268,3170479
MG,Urucânia,10480,3170503
MG,Urucuia,17433,3170529
MG,Vargem Alegre,6195,3170578
MG,Vargem Bonita,1984,3170602
MG,Vargem Grande do Rio Pardo,4631,3170651
MG,Varginha,137078,3170701
MG,Varjão de Minas,7023,3170750
MG,Várzea da Palma,32885,3170800
MG,Varzelândia,18842,3170909
MG,Vazante,20771,3171006
MG,Verdelândia,7348,3171030
MG,Veredinha,5148,3171071
MG,Veríssimo,3289,3171105
MG,Vermelho Novo,4916,3171154
MG,Vespasiano,137821,3171204
MG,Viçosa,85119,3171303
MG,Vieiras,3701,3171402
MG,Mathias Lobato,2912,3171501
MG,Virgem da Lapa,11513,3171600
MG,Virgínia,8933,3171709
MG,Virginópolis,10336,3171808
MG,Virgolândia,4848,3171907
MG,Visconde do Rio Branco,38493,3172004
MG,Volta Grande,4367,3172103
MG,Wenceslau Braz,2279,3172202
ES,Afonso Cláudio,30603,3200102
ES,Águia Branca,9714,3200136
ES,Água Doce do Norte,12038,3200169
ES,Alegre,26397,3200201
ES,Alfredo Chaves,13303,3200300
ES,Alto Rio Novo,7438,3200359
ES,Anchieta,29613,3200409
ES,Apiacá,7178,3200508
ES,Aracruz,99336,3200607
ES,Atílio Vivácqua,11218,3200706
ES,Baixo Guandu,30676,3200805
ES,Barra de São Francisco,40753,3200904
ES,Boa Esperança,13134,3201001
ES,Bom Jesus do Norte,9832,3201100
ES,Brejetuba,12933,3201159
ES,Cachoeiro de Itapemirim,196133,3201209
ES,Cariacica,375500,3201308
ES,Castelo,39372,3201407
ES,Colatina,124575,3201506
ES,Conceição da Barra,27947,3201605
ES,Conceição do Castelo,12219,3201704
ES,Divino de São Lourenço,5089,3201803
ES,Domingos Martins,35937,3201902
ES,Dores do Rio Preto,6669,3202009
ES,Ecoporanga,21995,3202108
ES,Fundão,17884,3202207
ES,Governador Lindenberg,11073,3202256
ES,Guaçuí,28727,3202306
ES,Guarapari,132915,3202405
ES,Ibatiba,25296,3202454
ES,Ibiraçu,12561,3202504
ES,Ibitirama,9550,3202553
ES,Iconha,12055,3202603
ES,Irupi,13328,3202652
ES,Itaguaçu,14368,3202702
ES,Itapemirim,45801,3202801
ES,Itarana,12452,3202900
ES,Iúna,27846,3203007
ES,Jaguaré,28911,3203056
ES,Jerônimo Monteiro,11627,3203106
ES,João Neiva,15431,3203130
ES,Laranja da Terra,11068,3203163
ES,Linhares,171265,3203205
ES,Mantenópolis,12259,3203304
ES,Marataízes,46198,3203320
ES,Marechal Floriano,19594,3203346
ES,Marilândia,12975,3203353
ES,Mimoso do Sul,24769,3203403
ES,Montanha,18851,3203502
ES,Mucurici,5467,3203601
ES,Muniz Freire,18169,3203700
ES,Muqui,15736,3203809
ES,Nova Venécia,48220,3203908
ES,Pancas,18923,3204005
ES,Pedro Canário,21343,3204054
ES,Pinheiros,23674,3204104
ES,Piúma,21124,3204203
ES,Ponto Belo,6486,3204252
ES,Presidente Kennedy,14718,3204302
ES,Rio Bananal,19035,3204351
ES,Rio Novo do Sul,11017,3204401
ES,Santa Leopoldina,15830,3204500
ES,Santa Maria de Jetibá,46523,3204559
ES,Santa Teresa,25755,3204609
ES,São Domingos do Norte,8588,3204658
ES,São Gabriel da Palha,34198,3204708
ES,São José do Calçado,10875,3204807
ES,São Mateus,122386,3204906
ES,São Roque do Canaã,10594,3204955
ES,Serra,546405,3205002
ES,Sooretama,27255,3205010
ES,Vargem Alta,22285,3205036
ES,Venda Nova do Imigrante,23964,3205069
ES,Viana,71443,3205101
ES,Vila Pavão,8890,3205150
ES,Vila Valério,14764,3205176
ES,Vila Velha,493242,3205200
ES,Vitória,331785,3205309
RJ,Angra dos Reis,181228,3300100
RJ,Aperibé,10893,3300159
RJ,Araruama,126726,3300209
RJ,Areal,11765,3300225
RJ,Armação dos Búzios,39033,3300233
RJ,Arraial do Cabo,31030,3300258
RJ,Barra do Piraí,91025,3300308
RJ,Barra Mansa,166654,3300407
RJ,Belford Roxo,446731,3300456
RJ,Bom Jardim,28166,3300506
RJ,Bom Jesus do Itabapoana,35797,3300605
RJ,Cabo Frio,214057,3300704
RJ,Cachoeiras de Macacu,53887,3300803
RJ,Cambuci,14245,3300902
RJ,Carapebus,13360,3300936
RJ,Comendador Levy Gasparian,8769,3300951
RJ,Campos dos Goytacazes,474667,3301009
RJ,Cantagalo,19443,3301108
RJ,Cardoso Moreira,12686,3301157
RJ,Carmo,17149,3301207
RJ,Casimiro de Abreu,45570,3301306
RJ,Conceição de Macabu,20814,3301405
RJ,Cordeiro,20843,3301504
RJ,Duas Barras,11102,3301603
RJ,Duque de Caxias,782799,3301702
RJ,Engenheiro Paulo de Frontin,11822,3301801
RJ,Guapimirim,50409,3301850
RJ,Iguaba Grande,27651,3301876
RJ,Itaboraí,231004,3301900
RJ,Itaguaí,132867,3302007
RJ,Italva,13729,3302056
RJ,Itaocara,22989,3302106
RJ,Itaperuna,99300,3302205
RJ,Itatiaia,30766,3302254
RJ,Japeri,96595,3302270
RJ,Laje do Muriaé,6767,3302304
RJ,Macaé,262692,3302403
RJ,Macuco,5446,3302452
RJ,Magé,248208,3302502
RJ,Mangaratiba,38953,3302601
RJ,Maricá,223938,3302700
RJ,Mendes,17461,3302809
RJ,Mesquita,168849,3302858
RJ,Miguel Pereira,26301,3302908
RJ,Miracema,26644,3303005
RJ,Natividade,14938,3303104
RJ,Nilópolis,150281,3303203
RJ,Niterói,523664,3303302
RJ,Nova Friburgo,204625,3303401
RJ,Nova Iguaçu,819134,3303500
RJ,Paracambi,41146,3303609
RJ,Paraíba do Sul,41786,3303708
RJ,Paraty,50592,3303807
RJ,Paty do Alferes,29390,3303856
RJ,Petrópolis,304758,3303906
RJ,Pinheiral,24553,3303955
RJ,Piraí,27996,3304003
RJ,Porciúncula,16958,3304102
RJ,Porto Real,20375,3304110
RJ,Quatis,12646,3304128
RJ,Queimados,139194,3304144
RJ,Quissamã,21749,3304151
RJ,Resende,128460,3304201
RJ,Rio Bonito,55068,3304300
RJ,Rio Claro,18544,3304409
RJ,Rio das Flores,9387,3304508
RJ,Rio das Ostras,149562,3304524
RJ,Rio de Janeiro,6625849,3304557
RJ,Santa Maria Madalena,9704,3304607
RJ,Santo Antônio de Pádua,40870,3304706
RJ,São Francisco de Itabapoana,44939,3304755
RJ,São Fidélis,38711,3304805
RJ,São Gonçalo,929446,3304904
RJ,São João da Barra,36518,3305000
RJ,São João de Meriti,393773,3305109
RJ,São José de Ubá,7070,3305133
RJ,São José do Vale do Rio Preto,22125,3305158
RJ,São Pedro da Aldeia,102290,3305208
RJ,São Sebastião do Alto,7707,3305307
RJ,Sapucaia,18585,3305406
RJ,Saquarema,88755,3305505
RJ,Seropédica,85359,3305554
RJ,Silva Jardim,21509,3305604
RJ,Sumidouro,18286,3305703
RJ,Tanguá,31169,3305752
RJ,Teresópolis,189036,3305802
RJ,Trajano de Moraes,10303,3305901
RJ,Três Rios,76789,3306008
RJ,Valença,72264,3306107
RJ,Varre-Sai,10209,3306156
RJ,Vassouras,38081,3306206
RJ,Volta Redonda,270543,3306305
SP,Adamantina,34357,3500105
SP,Adolfo,4339,3500204
SP,Aguaí,31561,3500303
SP,Águas da Prata,7075,3500402
SP,Águas de Lindóia,18859,3500501
SP,Águas de Santa Bárbara,7118,3500550
SP,Águas de São Pedro,3097,3500600
SP,Agudos,37525,3500709
SP,Alambari,6086,3500758
SP,Alfredo Marcondes,4458,3500808
SP,Altair,3383,3500907
SP,Altinópolis,16845,3501004
SP,Alto Alegre,3837,3501103
SP,Alumínio,17170,3501152
SP,Álvares Florence,3881,3501202
SP,Álvares Machado,27361,3501301
SP,Álvaro de Carvalho,4716,3501400
SP,Alvinlândia,2893,3501509
SP,Americana,243674,3501608
SP,Américo Brasiliense,31996,3501707
SP,Américo de Campos,5790,3501806
SP,Amparo,69952,3501905
SP,Analândia,4577,3502002
SP,Andradina,59464,3502101
SP,Angatuba,23928,3502200
SP,Anhembi,5659,3502309
SP,Anhumas,4005,3502408
SP,Aparecida,32927,3502507
SP,Aparecida d'Oeste,4030,3502606
SP,Apiaí,24978,3502705
SP,Araçariguama,22673,3502754
SP,Araçatuba,213929,3502804
SP,Araçoiaba da Serra,32922,3502903
SP,Aramina,5419,3503000
SP,Arandu,6654,3503109
SP,Arapeí,2469,3503158
SP,Araraquara,250304,3503208
SP,Araras,131300,3503307
SP,Arco-Íris,2044,3503356
SP,Arealva,8079,3503406
SP,Areias,3616,3503505
SP,Areiópolis,9805,3503604
SP,Ariranha,7595,3503703
SP,Artur Nogueira,55352,3503802
SP,Arujá,97595,3503901
SP,Aspásia,1860,3503950
SP,Assis,100447,3504008
SP,Atibaia,171672,3504107
SP,Auriflama,13432,3504206
SP,Avaí,4553,3504305
SP,Avanhandava,11257,3504404
SP,Avaré,92659,3504503
SP,Bady Bassitt,26991,3504602
SP,Balbinos,3886,3504701
SP,Bálsamo,9598,3504800
SP,Bananal,9690,3504909
SP,Barão de Antonina,3533,3505005
SP,Barbosa,5623,3505104
SP,Bariri,31584,3505203
SP,Barra Bonita,34430,3505302
SP,Barra do Chapéu,5135,3505351
SP,Barra do Turvo,7318,3505401
SP,Barretos,119427,3505500
SP,Barrinha,32465,3505609
SP,Barueri,342613,3505708
SP,Bastos,21516,3505807
SP,Batatais,59342,3505906
SP,Bauru,388686,3506003
SP,Bebedouro,75709,3506102
SP,Bento de Abreu,2606,3506201
SP,Bernardino de Campos,11623,3506300
SP,Bertioga,64018,3506359
SP,Bilac,7310,3506409
SP,Birigui,118365,3506508
SP,Biritiba Mirim,30195,3506607
SP,Boa Esperança do Sul,12722,3506706
SP,Bocaina,11265,3506805
SP,Bofete,9943,3506904
SP,Boituva,64799,3507001
SP,Bom Jesus dos Perdões,24365,3507100
SP,Bom Sucesso de Itararé,3585,3507159
SP,Borá,877,3507209
SP,Boracéia,4720,3507308
SP,Borborema,13366,3507407
SP,Borebi,2722,3507456
SP,Botucatu,145272,3507506
SP,Bragança Paulista,181556,3507605
SP,Braúna,5358,3507704
SP,Brejo Alegre,2561,3507753
SP,Brodowski,25334,3507803
SP,Brotas,23751,3507902
SP,Buri,20038,3508009
SP,Buritama,17203,3508108
SP,Buritizal,4253,3508207
SP,Cabrália Paulista,4299,3508306
SP,Cabreúva,45941,3508405
SP,Caçapava,96530,3508504
SP,Cachoeira Paulista,32390,3508603
SP,Caconde,16947,3508702
SP,Cafelândia,16478,3508801
SP,Caiabu,3712,3508900
SP,Caieiras,98600,3509007
SP,Caiuá,5437,3509106
SP,Cajamar,101500,3509205
SP,Cajati,28834,3509254
SP,Cajobi,9129,3509304
SP,Cajuru,23845,3509403
SP,Campina do Monte Alegre,5992,3509452
SP,Campinas,1170247,3509502
SP,Campo Limpo Paulista,81355,3509601
SP,Campos do Jordão,45177,3509700
SP,Campos Novos Paulista,4837,3509809
SP,Cananéia,13615,3509908
SP,Canas,4954,3509957
SP,Cândido Mota,29530,3510005
SP,Cândido Rodrigues,2907,3510104
SP,Canitar,6369,3510153
SP,Capão Bonito,46215,3510203
SP,Capela do Alto,22679,3510302
SP,Capivari,50954,3510401
SP,Caraguatatuba,132558,3510500
SP,Carapicuíba,406221,3510609
SP,Cardoso,11288,3510708
SP,Casa Branca,28107,3510807
SP,Cássia dos Coqueiros,2777,3510906
SP,Castilho,19902,3511003
SP,Catanduva,114953,3511102
SP,Catiguá,7004,3511201
SP,Cedral,11922,3511300
SP,Cerqueira César,21440,3511409
SP,Cerquilho,44024,3511508
SP,Cesário Lange,18811,3511607
SP,Charqueada,15739,3511706
SP,Clementina,7005,3511904
SP,Colina,18411,3512001
SP,Colômbia,6642,3512100
SP,Conchal,28184,3512209
SP,Conchas,17184,3512308
SP,Cordeirópolis,26585,3512407
SP,Coroados,5395,3512506
SP,Coronel Macedo,4226,3512605
SP,Corumbataí,4667,3512704
SP,Cosmópolis,59715,3512803
SP,Cosmorama,9315,3512902
SP,Cotia,289622,3513009
SP,Cravinhos,33252,3513108
SP,Cristais Paulista,9375,3513207
SP,Cruzália,2086,3513306
SP,Cruzeiro,75592,3513405
SP,Cubatão,128645,3513504
SP,Cunha,22125,3513603
SP,Descalvado,31916,3513702
SP,Diadema,404738,3513801
SP,Dirce Reis,1621,3513850
SP,Divinolândia,11137,3513900
SP,Dobrada,8765,3514007
SP,Dois Córregos,24170,3514106
SP,Dolcinópolis,2511,3514205
SP,Dourado,8233,3514304
SP,Dracena,45248,3514403
SP,Duartina,12329,3514502
SP,Dumont,9476,3514601
SP,Echaporã,6157,3514700
SP,Eldorado,13402,3514809
SP,Elias Fausto,17832,3514908
SP,Elisiário,3141,3514924
SP,Embaúba,2331,3514957
SP,Embu das Artes,277249,3515004
SP,Embu-Guaçu,63129,3515103
SP,Emilianópolis,3002,3515129
SP,Engenheiro Coelho,20119,3515152
SP,Espírito Santo do Pinhal,39700,3515186
SP,Espírito Santo do Turvo,4095,3515194
SP,Estrela d'Oeste,9405,3515202
SP,Estrela do Norte,2596,3515301
SP,Euclides da Cunha Paulista,7831,3515350
SP,Fartura,16782,3515400
SP,Fernandópolis,71826,3515509
SP,Fernando Prestes,5925,3515608
SP,Fernão,1660,3515657
SP,Ferraz de Vasconcelos,187253,3515707
SP,Flora Rica,1487,3515806
SP,Floreal,2735,3515905
SP,Flórida Paulista,13009,3516002
SP,Florínea,3860,3516101
SP,Franca,370378,3516200
SP,Francisco Morato,182265,3516309
SP,Franco da Rocha,159367,3516408
SP,Gabriel Monteiro,2760,3516507
SP,Gália,6054,3516606
SP,Garça,41395,3516705
SP,Gastão Vidigal,3234,3516804
SP,Gavião Peixoto,4688,3516853
SP,General Salgado,10301,3516903
SP,Getulina,10011,3517000
SP,Glicério,4132,3517109
SP,Guaiçara,11214,3517208
SP,Guaimbê,5439,3517307
SP,Guaíra,39351,3517406
SP,Guapiaçu,21664,3517505
SP,Guapiara,16579,3517604
SP,Guará,18607,3517703
SP,Guaraçaí,7344,3517802
SP,Guaraci,10347,3517901
SP,Guarani d'Oeste,1948,3518008
SP,Guarantã,6427,3518107
SP,Guararapes,31017,3518206
SP,Guararema,32579,3518305
SP,Guaratinguetá,116847,3518404
SP,Guareí,15027,3518503
SP,Guariba,37022,3518602
SP,Guarujá,311116,3518701
SP,Guarulhos,1383272,3518800
SP,Guatapará,7435,3518859
SP,Guzolândia,4238,3518909
SP,Herculândia,9109,3519006
SP,Holambra,16194,3519055
SP,Hortolândia,246449,3519071
SP,Iacanga,10104,3519105
SP,Iacri,6144,3519204
SP,Iaras,8009,3519253
SP,Ibaté,32068,3519303
SP,Ibirá,11155,3519402
SP,Ibirarema,6321,3519501
SP,Ibitinga,59371,3519600
SP,Ibiúna,84820,3519709
SP,Icém,7700,3519808
SP,Iepê,7596,3519907
SP,Igaraçu do Tietê,22743,3520004
SP,Igarapava,25926,3520103
SP,Igaratá,11703,3520202
SP,Iguape,30054,3520301
SP,Ilhabela,38239,3520400
SP,Ilha Comprida,13447,3520426
SP,Ilha Solteira,25564,3520442
SP,Indaiatuba,266593,3520509
SP,Indiana,5094,3520608
SP,Indiaporã,4087,3520707
SP,Inúbia Paulista,3611,3520806
SP,Ipaussu,14464,3520905
SP,Iperó,40132,3521002
SP,Ipeúna,7538,3521101
SP,Ipiguá,6551,3521150
SP,Iporanga,4053,3521200
SP,Ipuã,14463,3521309
SP,Iracemápolis,21768,3521408
SP,Irapuã,6927,3521507
SP,Irapuru,7065,3521606
SP,Itaberá,17971,3521705
SP,Itaí,24856,3521804
SP,Itajobi,16824,3521903
SP,Itaju,3652,3522000
SP,Itanhaém,107927,3522109
SP,Itaoca,3407,3522158
SP,Itapecerica da Serra,172898,3522208
SP,Itapetininga,166959,3522307
SP,Itapeva,95528,3522406
SP,Itapevi,239084,3522505
SP,Itapira,70438,3522604
SP,Itapirapuã Paulista,4339,3522653
SP,Itápolis,39533,3522703
SP,Itaporanga,14058,3522802
SP,Itapuí,13655,3522901
SP,Itapura,3945,3523008
SP,Itaquaquecetuba,392218,3523107
SP,Itararé,44490,3523206
SP,Itariri,15225,3523305
SP,Itatiba,116275,3523404
SP,Itatinga,19219,3523503
SP,Itirapina,16157,3523602
SP,Itirapuã,5793,3523701
SP,Itobi,8044,3523800
SP,Itu,176548,3523909
SP,Itupeva,72711,3524006
SP,Ituverava,37375,3524105
SP,Jaborandi,6223,3524204
SP,Jaboticabal,72001,3524303
SP,Jacareí,251591,3524402
SP,Jaci,7618,3524501
SP,Jacupiranga,16850,3524600
SP,Jaguariúna,60816,3524709
SP,Jales,48766,3524808
SP,Jambeiro,6421,3524907
SP,Jandira,127476,3525003
SP,Jardinópolis,45328,3525102
SP,Jarinu,40302,3525201
SP,Jaú,132351,3525300
SP,Jeriquara,3785,3525409
SP,Joanópolis,12820,3525508
SP,João Ramalho,4381,3525607
SP,José Bonifácio,36502,3525706
SP,Júlio Mesquita,4254,3525805
SP,Jumirim,3052,3525854
SP,Jundiaí,459789,3525904
SP,Junqueirópolis,20395,3526001
SP,Juquiá,19390,3526100
SP,Juquitiba,26372,3526209
SP,Lagoinha,5071,3526308
SP,Laranjal Paulista,28981,3526407
SP,Lavínia,9596,3526506
SP,Lavrinhas,7258,3526605
SP,Leme,97516,3526704
SP,Lençóis Paulista,65696,3526803
SP,Limeira,305169,3526902
SP,Lindóia,6994,3527009
SP,Lins,74068,3527108
SP,Lorena,84988,3527207
SP,Lourdes,1926,3527256
SP,Louveira,53526,3527306
SP,Lucélia,20046,3527405
SP,Lucianópolis,2361,3527504
SP,Luís Antônio,13680,3527603
SP,Luiziânia,4711,3527702
SP,Lupércio,3935,3527801
SP,Lutécia,2555,3527900
SP,Macatuba,16489,3528007
SP,Macaubal,7460,3528106
SP,Macedônia,3961,3528205
SP,Magda,3159,3528304
SP,Mairinque,48097,3528403
SP,Mairiporã,113573,3528502
SP,Manduri,9852,3528601
SP,Marabá Paulista,4531,3528700
SP,Maracaí,12700,3528809
