UF,nome_municipio,populacao,geocodigo
BA,Itagimirim,7037,2915304
BA,Itaguaçu da Bahia,13116,2915353
BA,Itaju do Colônia,6033,2915403
BA,Itajuípe,19913,2915502
BA,Itamaraju,60831,2915601
BA,Itamari,7050,2915700
BA,Itambé,26420,2915809
BA,Itanagra,5814,2915908
BA,Itanhém,19025,2916005
BA,Itaparica,19738,2916104
BA,Itapé,10327,2916203
BA,Itapebi,9779,2916302
BA,Itapetinga,68704,2916401
BA,Itapicuru,32793,2916500
BA,Itapitanga,10320,2916609
BA,Itaquara,8175,2916708
BA,Itarantim,17035,2916807
BA,Itatim,15749,2916856
BA,Itiruçu,11016,2916906
BA,Itiúba,33671,2917003
BA,Itororó,17729,2917102
BA,Ituaçu,18992,2917201
BA,Ituberá,21974,2917300
BA,Iuiu,11101,2917334
BA,Jaborandi,9269,2917359
BA,Jacaraci,14625,2917409
BA,Jacobina,88296,2917508
BA,Jaguaquara,46026,2917607
BA,Jaguarari,32495,2917706
BA,Jaguaripe,20237,2917805
BA,Jandaíra,9112,2917904
BA,Jequié,156408,2918001
BA,Jeremoabo,37519,2918100
BA,Jiquiriçá,13623,2918209
BA,Jitaúna,14614,2918308
BA,João Dourado,26186,2918357
BA,Juazeiro,244406,2918407
BA,Jucuruçu,9971,2918456
BA,Jussara,16922,2918506
BA,Jussari,5902,2918555
BA,Jussiape,7381,2918605
BA,Lafaiete Coutinho,4044,2918704
BA,Lagoa Real,13990,2918753
BA,Laje,23198,2918803
BA,Lajedão,4550,2918902
BA,Lajedinho,4102,2919009
BA,Lajedo do Tabocal,7486,2919058
BA,Lamarão,9062,2919108
BA,Lapão,25713,2919157
BA,Lauro de Freitas,220437,2919207
BA,Lençóis,11022,2919306
BA,Licínio de Almeida,11848,2919405
BA,Livramento de Nossa Senhora,43898,2919504
BA,Luís Eduardo Magalhães,108271,2919553
BA,Macajuba,10463,2919603
BA,Macarani,21556,2919702
BA,Macaúbas,41631,2919801
BA,Macururé,7600,2919900
BA,Madre de Deus,18767,2919926
BA,Maetinga,6968,2919959
BA,Maiquinique,9452,2920007
BA,Mairi,16122,2920106
BA,Malhada,15426,2920205
BA,Malhada de Pedras,8673,2920304
BA,Manoel Vitorino,13327,2920403
BA,Mansidão,13902,2920452
BA,Maracás,27747,2920502
BA,Maragogipe,38394,2920601
BA,Maraú,24713,2920700
BA,Marcionílio Souza,9256,2920809
BA,Mascote,11991,2920908
BA,Mata de São João,48698,2921005
BA,Matina,10338,2921054
BA,Medeiros Neto,23096,2921104
BA,Miguel Calmon,27817,2921203
BA,Milagres,11076,2921302
BA,Mirangaba,15050,2921401
BA,Mirante,10072,2921450
BA,Monte Santo,47758,2921500
BA,Morpará,8303,2921609
BA,Morro do Chapéu,33389,2921708
BA,Mortugaba,11131,2921807
BA,Mucugê,12988,2921906
BA,Mucuri,38082,2922003
BA,Mulungu do Morro,13166,2922052
BA,Mundo Novo,20564,2922102
BA,Muniz Ferreira,7165,2922201
BA,Muquém do São Francisco,11029,2922250
BA,Muritiba,28558,2922300
BA,Mutuípe,20028,2922409
BA,Nazaré,28181,2922508
BA,Nilo Peçanha,12032,2922607
BA,Nordestina,18536,2922656
BA,Nova Canaã,15959,2922706
BA,Nova Fátima,7958,2922730
BA,Nova Ibiá,8325,2922755
BA,Nova Itarana,7820,2922805
BA,Nova Redenção,7525,2922854
BA,Nova Soure,24206,2922904
BA,Nova Viçosa,41089,2923001
BA,Novo Horizonte,11163,2923035
BA,Novo Triunfo,10666,2923050
BA,Olindina,22615,2923100
BA,Oliveira dos Brejinhos,22850,2923209
BA,Ouriçangas,7728,2923308
BA,Ourolândia,19322,2923357
BA,Palmas de Monte Alto,20091,2923407
BA,Palmeiras,10383,2923506
BA,Paramirim,20378,2923605
BA,Paratinga,28947,2923704
BA,Paripiranga,26609,2923803
BA,Pau Brasil,10669,2923902
BA,Paulo Afonso,118412,2924009
BA,Pé de Serra,13242,2924058
BA,Pedrão,6229,2924108
BA,Pedro Alexandre,14056,2924207
BA,Piatã,20098,2924306
BA,Pilão Arcado,35326,2924405
BA,Pindaí,14740,2924504
BA,Pindobaçu,19133,2924603
BA,Pintadas,9805,2924652
BA,Piraí do Norte,10200,2924678
BA,Piripá,9158,2924702
BA,Piritiba,17549,2924801
BA,Planaltino,8012,2924900
BA,Planalto,23290,2925006
BA,Poções,48197,2925105
BA,Pojuca,33079,2925204
BA,Ponto Novo,17941,2925253
BA,Porto Seguro,158736,2925303
BA,Potiraguá,11524,2925402
BA,Prado,31715,2925501
BA,Presidente Dutra,15133,2925600
BA,Presidente Jânio Quadros,12627,2925709
BA,Presidente Tancredo Neves,27662,2925758
BA,Queimadas,26027,2925808
BA,Quijingue,27317,2925907
BA,Quixabeira,9429,2925931
BA,Rafael Jambeiro,20242,2925956
BA,Remanso,40531,2926004
BA,Retirolândia,13654,2926103
BA,Riachão das Neves,22289,2926202
BA,Riachão do Jacuípe,33422,2926301
BA,Riacho de Santana,39127,2926400
BA,Ribeira do Amparo,13831,2926509
BA,Ribeira do Pombal,53997,2926608
BA,Ribeirão do Largo,10382,2926657
BA,Rio de Contas,13634,2926707
BA,Rio do Antônio,13098,2926806
BA,Rio do Pires,9585,2926905
BA,Rio Real,35378,2927002
BA,Rodelas,10303,2927101
BA,Ruy Barbosa,30172,2927200
BA,Salinas da Margarida,14989,2927309
BA,Salvador,2610987,2927408
BA,Santa Bárbara,22446,2927507
BA,Santa Brígida,14979,2927606
BA,Santa Cruz Cabrália,30385,2927705
BA,Santa Cruz da Vitória,4672,2927804
BA,Santa Inês,10293,2927903
BA,Santaluz,37079,2928000
BA,Santa Luzia,11776,2928059
BA,Santa Maria da Vitória,38686,2928109
BA,Santana,24778,2928208
BA,Santanópolis,9831,2928307
BA,Santa Rita de Cássia,28084,2928406
BA,Santa Terezinha,9790,2928505
BA,Santo Amaro,55935,2928604
BA,Santo Antônio de Jesus,103055,2928703
BA,Santo Estêvão,55696,2928802
BA,São Desidério,36793,2928901
BA,São Domingos,8417,2928950
BA,São Félix,10946,2929008
BA,São Félix do Coribe,15704,2929057
BA,São Felipe,20286,2929107
BA,São Francisco do Conde,37892,2929206
BA,São Gabriel,18417,2929255
BA,São Gonçalo dos Campos,39570,2929305
BA,São José da Vitória,5321,2929354
BA,São José do Jacuípe,10195,2929370
BA,São Miguel das Matas,10334,2929404
BA,São Sebastião do Passé,40376,2929503
BA,Sapeaçu,17993,2929602
BA,Sátiro Dias,16021,2929701
BA,Saubara,11433,2929750
BA,Saúde,10482,2929800
BA,Seabra,49587,2929909
BA,Sebastião Laranjeiras,9373,2930006
BA,Senhor do Bonfim,77514,2930105
BA,Serra do Ramalho,34270,2930154
BA,Sento Sé,37389,2930204
BA,Serra Dourada,16691,2930303
BA,Serra Preta,18090,2930402
BA,Serrinha,85696,2930501
BA,Serrolândia,13320,2930600
BA,Simões Filho,127093,2930709
BA,Sítio do Mato,13408,2930758
BA,Sítio do Quinto,14778,2930766
BA,Sobradinho,24799,2930774
BA,Souto Soares,16904,2930808
BA,Tabocas do Brejo Velho,11990,2930907
BA,Tanhaçu,21407,2931004
BA,Tanque Novo,18459,2931053
BA,Tanquinho,7729,2931103
BA,Taperoá,18016,2931202
BA,Tapiramutá,15884,2931301
BA,Teixeira de Freitas,147454,2931350
BA,Teodoro Sampaio,7220,2931400
BA,Teofilândia,21811,2931509
BA,Teolândia,15892,2931608
BA,Terra Nova,10802,2931707
BA,Tremedal,17497,2931806
BA,Tucano,48062,2931905
BA,Uauá,24654,2932002
BA,Ubaíra,18605,2932101
BA,Ubaitaba,17626,2932200
BA,Ubatã,18161,2932309
BA,Uibaí,14844,2932408
BA,Umburanas,13511,2932457
BA,Una,17998,2932507
BA,Urandi,15365,2932606
BA,Uruçuca,21365,2932705
BA,Utinga,16285,2932804
BA,Valença,96226,2932903
BA,Valente,23683,2933000
BA,Várzea da Roça,13043,2933059
BA,Várzea do Poço,8115,2933109
BA,Várzea Nova,13369,2933158
BA,Varzedo,9913,2933174
BA,Vera Cruz,40915,2933208
BA,Vereda,7072,2933257
BA,Vitória da Conquista,387524,2933307
BA,Wagner,8861,2933406
BA,Wanderley,13071,2933455
BA,Wenceslau Guimarães,26279,2933505
BA,Xique-Xique,46328,2933604
MG,Abadia dos Dourados,6235,3100104
MG,Abaeté,22492,3100203
MG,Abre Campo,13882,3100302
MG,Acaiaca,3920,3100401
MG,Açucena,9229,3100500
MG,Água Boa,12390,3100609
MG,Água Comprida,2085,3100708
MG,Aguanil,4362,3100807
MG,Águas Formosas,18430,3100906
MG,Águas Vermelhas,14026,3101003
MG,Aimorés,24934,3101102
MG,Aiuruoca,6225,3101201
MG,Alagoa,2646,3101300
MG,Albertina,2941,3101409
MG,Além Paraíba,30608,3101508
MG,Alfenas,79175,3101607
MG,Alfredo Vasconcelos,6938,3101631
MG,Almenara,39915,3101706
MG,Alpercata,6403,3101805
MG,Alpinópolis,17883,3101904
MG,Alterosa,13697,3102001
MG,Alto Caparaó,5796,3102050
MG,Alto Rio Doce,10894,3102100
MG,Alvarenga,3858,3102209
MG,Alvinópolis,15178,3102308
MG,Alvorada de Minas,4065,3102407
MG,Amparo do Serra,4472,3102506
MG,Andradas,40522,3102605
MG,Cachoeira de Pajeú,9020,3102704
MG,Andrelândia,11730,3102803
MG,Angelândia,7730,3102852
MG,Antônio Carlos,11095,3102902
MG,Antônio Dias,9248,3103009
MG,Antônio Prado de Minas,1537,3103108
MG,Araçaí,2174,3103207
MG,Aracitaba,1804,3103306
MG,Araçuaí,34807,3103405
MG,Araguari,121424,3103504
MG,Arantina,2916,3103603
MG,Araponga,8048,3103702
MG,Araporã,8543,3103751
MG,Arapuá,2621,3103801
MG,Araújos,9192,3103900
MG,Araxá,116561,3104007
MG,Arceburgo,9278,3104106
MG,Arcos,41635,3104205
MG,Areado,13752,3104304
MG,Argirita,2717,3104403
MG,Aricanduva,4721,3104452
MG,Arinos,18526,3104502
MG,Astolfo Dutra,14239,3104601
MG,Ataléia,13744,3104700
MG,Augusto de Lima,4507,3104809
MG,Baependi,18261,3104908
MG,Baldim,7336,3105004
MG,Bambuí,23545,3105103
MG,Bandeira,4606,3105202
MG,Bandeira do Sul,5968,3105301
MG,Barão de Cocais,30643,3105400
MG,Barão de Monte Alto,4965,3105509
MG,Barbacena,122894,3105608
MG,Barra Longa,5678,3105707
MG,Barroso,19802,3105905
MG,Bela Vista de Minas,9505,3106002
MG,Belmiro Braga,2905,3106101
MG,Belo Horizonte,2392678,3106200
MG,Belo Oriente,22149,3106309
MG,Belo Vale,8632,3106408
MG,Berilo,9615,3106507
MG,Bertópolis,4457,3106606
MG,Berizal,4191,3106655
MG,Betim,428956,3106705
MG,Bias Fortes,3357,3106804
MG,Bicas,13935,3106903
MG,Biquinhas,2356,3107000
MG,Boa Esperança,41060,3107109
MG,Bocaina de Minas,5316,3107208
MG,Bocaiúva,50185,3107307
MG,Bom Despacho,53750,3107406
MG,Bom Jardim de Minas,6771,3107505
MG,Bom Jesus da Penha,4479,3107604
MG,Bom Jesus do Amparo,5592,3107703
MG,Bom Jesus do Galho,14668,3107802
MG,Bom Repouso,12645,3107901
MG,Bom Sucesso,18045,3108008
MG,Bonfim,7377,3108107
MG,Bonfinópolis de Minas,5729,3108206
MG,Bonito de Minas,9917,3108255
MG,Borda da Mata,17581,3108305
MG,Botelhos,14703,3108404
MG,Botumirim,5760,3108503
MG,Brasilândia de Minas,14696,3108552
MG,Brasília de Minas,31246,3108602
MG,Brás Pires,4258,3108701
MG,Braúnas,4443,3108800
MG,Brazópolis,13981,3108909
MG,Brumadinho,38640,3109006
MG,Bueno Brandão,10761,3109105
MG,Buenópolis,9058,3109204
MG,Bugre,4041,3109253
MG,Buritis,25223,3109303
MG,Buritizeiro,23687,3109402
MG,Cabeceira Grande,6485,3109451
MG,Cabo Verde,11276,3109501
MG,Cachoeira da Prata,3707,3109600
MG,Cachoeira de Minas,11759,3109709
MG,Cachoeira Dourada,2310,3109808
MG,Caetanópolis,11425,3109907
MG,Caeté,39578,3110004
MG,Caiana,5307,3110103
MG,Cajuri,4080,3110202
MG,Caldas,15082,3110301
MG,Camacho,3028,3110400
MG,Camanducaia,27942,3110509
MG,Cambuí,29584,3110608
MG,Cambuquira,12309,3110707
MG,Campanário,2737,3110806
MG,Campanha,15856,3110905
MG,Campestre,21585,3111002
MG,Campina Verde,17817,3111101
MG,Campo Azul,3615,3111150
MG,Campo Belo,52318,3111200
MG,Campo do Meio,11268,3111309
MG,Campo Florido,8181,3111408
MG,Campos Altos,13359,3111507
MG,Campos Gerais,25972,3111606
MG,Canaã,4715,3111705
MG,Canápolis,9844,3111804
MG,Cana Verde,5272,3111903
MG,Candeias,14017,3112000
MG,Cantagalo,3937,3112059
MG,Caparaó,4978,3112109
MG,Capela Nova,4369,3112208
MG,Capelinha,39472,3112307
MG,Capetinga,6473,3112406
MG,Capim Branco,10706,3112505
MG,Capinópolis,14392,3112604
MG,Capitão Andrade,4483,3112653
MG,Capitão Enéas,14633,3112703
MG,Capitólio,9794,3112802
MG,Caputira,8976,3112901
MG,Caraí,19251,3113008
MG,Caranaíba,2937,3113107
MG,Carandaí,23826,3113206
MG,Carangola,30778,3113305
MG,Caratinga,88311,3113404
MG,Carbonita,8480,3113503
MG,Careaçu,6739,3113602
MG,Carlos Chagas,18531,3113701
MG,Carmésia,2614,3113800
MG,Carmo da Cachoeira,11537,3113909
MG,Carmo da Mata,10940,3114006
MG,Carmo de Minas,13286,3114105
MG,Carmo do Cajuru,23374,3114204
MG,Carmo do Paranaíba,28883,3114303
MG,Carmo do Rio Claro,20725,3114402
MG,Carmópolis de Minas,17596,3114501
MG,Carneirinho,9401,3114550
MG,Carrancas,4049,3114600
MG,Carvalhópolis,3333,3114709
MG,Carvalhos,4374,3114808
MG,Casa Grande,2210,3114907
MG,Cascalho Rico,2705,3115003
MG,Cássia,16923,3115102
MG,Conceição da Barra de Minas,3588,3115201
MG,Cataguases,68214,3115300
MG,Catas Altas,5486,3115359
MG,Catas Altas da Noruega,2918,3115409
MG,Catuji,7035,3115458
MG,Catuti,4730,3115474
MG,Caxambu,21011,3115508
MG,Cedro do Abaeté,1072,3115607
MG,Central de Minas,6149,3115706
MG,Centralina,10207,3115805
MG,Chácara,3092,3115904
MG,Chalé,6079,3116001
MG,Chapada do Norte,9913,3116100
MG,Chapada Gaúcha,12237,3116159
MG,Chiador,2800,3116209
MG,Cipotânea,5623,3116308
MG,Claraval,4658,3116407
MG,Claro dos Poções,7011,3116506
MG,Cláudio,31388,3116605
MG,Coimbra,7078,3116704
MG,Coluna,8072,3116803
MG,Comendador Gomes,2708,3116902
MG,Comercinho,6681,3117009
MG,Conceição da Aparecida,10408,3117108
MG,Conceição das Pedras,2752,3117207
MG,Conceição das Alagoas,26423,3117306
MG,Conceição de Ipanema,4366,3117405
MG,Conceição do Mato Dentro,23345,3117504
MG,Conceição do Pará,5303,3117603
MG,Conceição do Rio Verde,12495,3117702
MG,Conceição dos Ouros,10774,3117801
MG,Cônego Marinho,7246,3117836
MG,Confins,7428,3117876
MG,Congonhal,10969,3117900
MG,Congonhas,55562,3118007
MG,Congonhas do Norte,4830,3118106
MG,Conquista,6679,3118205
MG,Conselheiro Lafaiete,134537,3118304
MG,Conselheiro Pena,19998,3118403
MG,Consolação,1552,3118502
MG,Contagem,615621,3118601
MG,Coqueiral,9002,3118700
MG,Coração de Jesus,24951,3118809
MG,Cordisburgo,7548,3118908
MG,Cordislândia,3208,3119005
MG,Corinto,22992,3119104
MG,Coroaci,10870,3119203
MG,Coromandel,29233,3119302
MG,Coronel Fabriciano,96621,3119401
MG,Coronel Murta,8128,3119500
MG,Coronel Pacheco,2702,3119609
MG,Coronel Xavier Chaves,3474,3119708
MG,Córrego Danta,3304,3119807
MG,Córrego do Bom Jesus,4263,3119906
MG,Córrego Fundo,6105,3119955
MG,Córrego Novo,2876,3120003
MG,Couto de Magalhães de Minas,4217,3120102
MG,Crisólita,4979,3120151
MG,Cristais,12184,3120201
MG,Cristália,4977,3120300
MG,Cristiano Otoni,4671,3120409
MG,Cristina,10379,3120508
MG,Crucilândia,5779,3120607
MG,Cruzeiro da Fortaleza,3492,3120706
MG,Cruzília,15223,3120805
MG,Cuparaque,3963,3120839
MG,Curral de Dentro,7406,3120870
MG,Curvelo,82335,3120904
MG,Datas,5459,3121001
MG,Delfim Moreira,7820,3121100
MG,Delfinópolis,8343,3121209
MG,Delta,9852,3121258
MG,Descoberto,4917,3121308
MG,Desterro de Entre Rios,7633,3121407
MG,Desterro do Melo,2997,3121506
MG,Diamantina,47798,3121605
MG,Diogo de Vasconcelos,3548,3121704
MG,Dionísio,7010,3121803
MG,Divinésia,4190,3121902
MG,Divino,20705,3122009
MG,Divino das Laranjeiras,4128,3122108
MG,Divinolândia de Minas,6457,3122207
MG,Divinópolis,248581,3122306
MG,Divisa Alegre,6321,3122355
MG,Divisa Nova,5791,3122405
MG,Divisópolis,10206,3122454
MG,Dom Bosco,3698,3122470
MG,Dom Cavati,4904,3122504
MG,Dom Joaquim,4920,3122603
MG,Dom Silvério,4991,3122702
MG,Dom Viçoso,3095,3122801
MG,Dona Euzébia,6122,3122900
MG,Dores de Campos,9956,3123007
MG,Dores de Guanhães,4984,3123106
MG,Dores do Indaiá,12534,3123205
MG,Dores do Turvo,4988,3123304
MG,Doresópolis,1378,3123403
MG,Douradoquara,1779,3123502
MG,Durandé,7832,3123528
MG,Elói Mendes,26283,3123601
MG,Engenheiro Caldas,13629,3123700
MG,Engenheiro Navarro,6318,3123809
MG,Entre Folhas,4862,3123858
MG,Entre Rios de Minas,14952,3123908
MG,Ervália,20028,3124005
MG,Esmeraldas,102608,3124104
MG,Espera Feliz,24081,3124203
MG,Espinosa,29650,3124302
MG,Espírito Santo do Dourado,5832,3124401
MG,Estiva,11520,3124500
MG,Estrela Dalva,2142,3124609
MG,Estrela do Indaiá,2764,3124708
MG,Estrela do Sul,6717,3124807
MG,Eugenópolis,10805,3124906
MG,Ewbank da Câmara,3863,3125002
MG,Extrema,53520,3125101
MG,Fama,2542,3125200
MG,Faria Lemos,3209,3125309
MG,Felício dos Santos,5126,3125408
MG,São Gonçalo do Rio Preto,3035,3125507
MG,Felisburgo,6424,3125606
MG,Felixlândia,14084,3125705
MG,Fernandes Tourinho,2653,3125804
MG,Ferros,9210,3125903
MG,Fervedouro,10452,3125952
MG,Florestal,8201,3126000
MG,Formiga,68099,3126109
MG,Formoso,7801,3126208
MG,Fortaleza de Minas,3479,3126307
MG,Fortuna de Minas,3102,3126406
MG,Francisco Badaró,8795,3126505
MG,Francisco Dumont,4472,3126604
MG,Francisco Sá,21504,3126703
MG,Franciscópolis,5040,3126752
MG,Frei Gaspar,5617,3126802
MG,Frei Inocêncio,8190,3126901
MG,Frei Lagonegro,3391,3126950
MG,Fronteira,13668,3127008
MG,Fronteira dos Vales,4336,3127057
MG,Fruta de Leite,4594,3127073
MG,Frutal,63663,3127107
MG,Funilândia,4699,3127206
MG,Galiléia,6168,3127305
MG,Gameleiras,4782,3127339
MG,Glaucilândia,2637,3127354
MG,Goiabeira,2816,3127370
MG,Goianá,4064,3127388
MG,Gonçalves,4649,3127404
MG,Gonzaga,5189,3127503
MG,Gouveia,11398,3127602
MG,Governador Valadares,262499,3127701
MG,Grão Mogol,13094,3127800
MG,Grupiara,1392,3127909
MG,Guanhães,31702,3128006
MG,Guapé,13781,3128105
MG,Guaraciaba,10487,3128204
MG,Guaraciama,5010,3128253
MG,Guaranésia,19209,3128303
MG,Guarani,7487,3128402
MG,Guarará,3070,3128501
MG,Guarda-Mor,6539,3128600
MG,Guaxupé,51015,3128709
MG,Guidoval,7163,3128808
MG,Guimarânia,8600,3128907
MG,Guiricema,7708,3129004
MG,Gurinhatã,5140,3129103
MG,Heliodora,6325,3129202
MG,Iapu,12012,3129301
MG,Ibertioga,5204,3129400
MG,Ibiá,24271,3129509
MG,Ibiaí,6314,3129608
MG,Ibiracatu,5409,3129657
MG,Ibiraci,10780,3129707
MG,Ibirité,181943,3129806
MG,Ibitiúra de Minas,3368,3129905
MG,Ibituruna,2464,3130002
MG,Icaraí de Minas,10682,3130051
MG,Igarapé,44920,3130101
MG,Igaratinga,11095,3130200
MG,Iguatama,6749,3130309
MG,Ijaci,6263,3130408
MG,Ilicínea,12741,3130507
MG,Imbé de Minas,6992,3130556
MG,Inconfidentes,7274,3130606
MG,Indaiabira,6346,3130655
MG,Indianópolis,6104,3130705
MG,Ingaí,2476,3130804
MG,Inhapim,22327,3130903
MG,Inhaúma,6213,3131000
MG,Inimutaba,7434,3131109
MG,Ipaba,16552,3131158
MG,Ipanema,19209,3131208
MG,Ipatinga,211094,3131307
MG,Ipiaçu,3715,3131406
MG,Ipuiúna,9104,3131505
MG,Iraí de Minas,7868,3131604
MG,Itabira,110335,3131703
MG,Itabirinha,10112,3131802
MG,Itabirito,58544,3131901
MG,Itacambira,3880,3132008
MG,Itacarambi,16355,3132107
MG,Itaguara,14408,3132206
MG,Itaipé,10302,3132305
MG,Itajubá,90776,3132404
MG,Itamarandiba,32321,3132503
MG,Itamarati de Minas,3696,3132602
MG,Itambacuri,21080,3132701
MG,Itambé do Mato Dentro,2140,3132800
MG,Itamogi,10781,3132909
MG,Itamonte,14569,3133006
MG,Itanhandu,15226,3133105
MG,Itanhomi,11158,3133204
MG,Itaobim,19025,3133303
MG,Itapagipe,14896,3133402
MG,Itapecerica,21534,3133501
MG,Itapeva,12305,3133600
MG,Itatiaiuçu,16257,3133709
MG,Itaú de Minas,14293,3133758
MG,Itaúna,95967,3133808
MG,Itaverava,5650,3133907
MG,Itinga,12569,3134004
MG,Itueta,5804,3134103
MG,Ituiutaba,97409,3134202
MG,Itumirim,6642,3134301
MG,Iturama,38172,3134400
MG,Itutinga,4218,3134509
MG,Jaboticatubas,19697,3134608
MG,Jacinto,10793,3134707
MG,Jacuí,7515,3134806
MG,Jacutinga,25538,3134905
MG,Jaguaraçu,3106,3135001
MG,Jaíba,36945,3135050
MG,Jampruca,4261,3135076
MG,Janaúba,70001,3135100
MG,Januária,65279,3135209
MG,Japaraíba,4509,3135308
MG,Japonvar,7861,3135357
MG,Jeceaba,6344,3135407
MG,Jenipapo de Minas,6000,3135456
MG,Jequeri,12693,3135506
MG,Jequitaí,6449,3135605
MG,Jequitibá,5900,3135704
MG,Jequitinhonha,22262,3135803
MG,Jesuânia,5138,3135902
MG,Joaíma,12732,3136009
MG,Joanésia,4333,3136108
MG,João Monlevade,75838,3136207
MG,João Pinheiro,47702,3136306
MG,Joaquim Felício,3778,3136405
MG,Jordânia,8866,3136504
MG,José Gonçalves de Minas,3922,3136520
MG,José Raydan,4267,3136553
MG,Josenópolis,3607,3136579
MG,Nova União,5729,3136603
MG,Juatuba,31409,3136652
MG,Juiz de Fora,557777,3136702
MG,Juramento,3585,3136801
MG,Juruaia,11000,3136900
MG,Juvenília,5793,3136959
MG,Ladainha,13868,3137007
MG,Lagamar,7106,3137106
MG,Lagoa da Prata,52051,3137205
MG,Lagoa dos Patos,3293,3137304
MG,Lagoa Dourada,12611,3137403
MG,Lagoa Formosa,19050,3137502
MG,Lagoa Grande,9096,3137536
MG,Lagoa Santa,70678,3137601
MG,Lajinha,20667,3137700
MG,Lambari,20449,3137809
MG,Lamim,3184,3137908
MG,Laranjal,5806,3138005
MG,Lassance,7089,3138104
MG,Lavras,98602,3138203
MG,Leandro Ferreira,3121,3138302
MG,Leme do Prado,4312,3138351
MG,Leopoldina,49020,3138401
MG,Liberdade,4713,3138500
MG,Lima Duarte,17248,3138609
MG,Limeira do Oeste,8582,3138625
MG,Lontra,8778,3138658
MG,Luisburgo,6961,3138674
MG,Luislândia,6158,3138682
MG,Luminárias,5586,3138708
MG,Luz,17972,3138807
MG,Machacalis,6440,3138906
MG,Machado,36932,3139003
MG,Madre de Deus de Minas,5191,3139102
MG,Malacacheta,16905,3139201
MG,Mamonas,5993,3139250
MG,Manga,18882,3139300
MG,Manhuaçu,88787,3139409
MG,Manhumirim,19812,3139508
MG,Mantena,26352,3139607
MG,Maravilhas,7300,3139706
MG,Mar de Espanha,12400,3139805
MG,Maria da Fé,14241,3139904
MG,Mariana,64890,3140001
MG,Marilac,4044,3140100
MG,Mário Campos,15969,3140159
MG,Maripá de Minas,3383,3140209
MG,Marliéria,4577,3140308
MG,Marmelópolis,3169,3140407
MG,Martinho Campos,13979,3140506
MG,Martins Soares,8267,3140530
MG,Mata Verde,10096,3140555
MG,Materlândia,3845,3140605
MG,Mateus Leme,43996,3140704
MG,Matias Barbosa,14019,3140803
MG,Matias Cardoso,8879,3140852
MG,Matipó,18506,3140902
MG,Mato Verde,12045,3141009
MG,Matozinhos,36927,3141108
MG,Matutina,3807,3141207
MG,Medeiros,3965,3141306
MG,Medina,19199,3141405
MG,Mendes Pimentel,5535,3141504
MG,Mercês,9865,3141603
MG,Mesquita,5043,3141702
MG,Minas Novas,24117,3141801
MG,Minduri,3690,3141900
MG,Mirabela,13286,3142007
MG,Miradouro,8935,3142106
MG,Miraí,13630,3142205
MG,Miravânia,3984,3142254
MG,Moeda,5186,3142304
MG,Moema,8302,3142403
MG,Monjolos,2154,3142502
MG,Monsenhor Paulo,8336,3142601
MG,Montalvânia,14065,3142700
MG,Monte Alegre de Minas,20004,3142809
MG,Monte Azul,20345,3142908
MG,Monte Belo,13092,3143005
MG,Monte Carmelo,47267,3143104
MG,Monte Formoso,4381,3143153
MG,Monte Santo de Minas,20881,3143203
MG,Montes Claros,436970,3143302
MG,Monte Sião,23715,3143401
MG,Montezuma,6901,3143450
MG,Morada Nova de Minas,8988,3143500
MG,Morro da Garça,2593,3143609
MG,Morro do Pilar,2977,3143708
MG,Munhoz,7618,3143807
MG,Muriaé,103649,3143906
MG,Mutum,27634,3144003
MG,Muzambinho,21935,3144102
MG,Nacip Raydan,2513,3144201
MG,Nanuque,34668,3144300
MG,Naque,6331,3144359
MG,Natalândia,3514,3144375
MG,Natércia,4580,3144409
MG,Nazareno,8192,3144508
MG,Nepomuceno,24869,3144607
MG,Ninheira,9331,3144656
MG,Nova Belém,3049,3144672
MG,Nova Era,16920,3144706
MG,Nova Lima,117819,3144805
MG,Nova Módica,3614,3144904
MG,Nova Ponte,15731,3145000
MG,Nova Porteirinha,6660,3145059
MG,Nova Resende,16545,3145109
MG,Nova Serrana,114497,3145208
MG,Novo Cruzeiro,26850,3145307
MG,Novo Oriente de Minas,10086,3145356
MG,Novorizonte,4545,3145372
MG,Olaria,1936,3145406
MG,Olhos-d'Água,5340,3145455
MG,Olímpio Noronha,2555,3145505
MG,Oliveira,39256,3145604
MG,Oliveira Fortes,1996,3145703
MG,Onça de Pitangui,2908,3145802
MG,Oratórios,4910,3145851
MG,Orizânia,8451,3145877
MG,Ouro Branco,39206,3145901
MG,Ouro Fino,32131,3146008
MG,Ouro Preto,76069,3146107
MG,Ouro Verde de Minas,5607,3146206
MG,Padre Carvalho,5031,3146255
MG,Padre Paraíso,17163,3146305
MG,Paineiras,4199,3146404
MG,Pains,7455,3146503
MG,Pai Pedro,5568,3146552
MG,Paiva,1474,3146602
MG,Palma,5692,3146701
MG,Palmópolis,6307,3146750
MG,Papagaios,13724,3146909
MG,Paracatu,94300,3147006
MG,Pará de Minas,97507,3147105
MG,Paraguaçu,21580,3147204
MG,Paraisópolis,20463,3147303
MG,Paraopeba,23776,3147402
MG,Passabém,1604,3147501
MG,Passa Quatro,15387,3147600
MG,Passa Tempo,9204,3147709
MG,Passa Vinte,2232,3147808
MG,Passos,110555,3147907
MG,Patis,5917,3147956
MG,Patos de Minas,159434,3148004
MG,Patrocínio,91901,3148103
MG,Patrocínio do Muriaé,5579,3148202
MG,Paula Cândido,8697,3148301
