UF,nome_municipio,pop_est,pop_est_2016,geocodigo
MA,Timbiras,29183,28575,2112100
MA,Timon,170222,166295,2112209
MA,Trizidela do Vale,22112,21028,2112233
MA,Tufilândia,5854,5731,2112274
MA,Tuntum,42040,41102,2112308
MA,Turiaçu,35709,34949,2112407
MA,Turilândia,25868,25232,2112456
MA,Tutóia,59398,57955,2112506
MA,Urbano Santos,33459,32629,2112605
MA,Vargem Grande,57168,55710,2112704
MA,Viana,52649,51503,2112803
MA,Vila Nova dos Martírios,13598,13227,2112852
MA,Vitória do Mearim,32861,32161,2112902
MA,Vitorino Freire,31522,30897,2113009
MA,Zé Doca,51956,50806,2114007
PI,Acauã,7102,6951,2200053
PI,Agricolândia,5131,5069,2200103
PI,Água Branca,17470,17068,2200202
PI,Alagoinha do Piauí,7665,7515,2200251
PI,Alegrete do Piauí,4918,4835,2200277
PI,Alto Longá,14339,14040,2200301
PI,Altos,40605,39795,2200400
PI,Alvorada do Gurguéia,5445,5303,2200459
PI,Amarante,17604,17317,2200509
PI,Angical do Piauí,6783,6688,2200608
PI,Anísio de Abreu,9938,9655,2200707
PI,Antônio Almeida,3170,3109,2200806
PI,Aroazes,5827,5755,2200905
PI,Aroeiras do Itaim,2551,2460,2200954
PI,Arraial,4720,4662,2201002
PI,Assunção do Piauí,7863,7703,2201051
PI,Avelino Lopes,11326,11471,2201101
PI,Baixa Grande do Ribeiro,11671,11302,2201150
PI,Barra D'Alcântara,3952,3888,2201176
PI,Barras,47185,46189,2201200
PI,Barreiras do Piauí,3352,3291,2201309
PI,Barro Duro,7027,6930,2201408
PI,Batalha,26905,26379,2201507
PI,Bela Vista do Piauí,4030,3934,2201556
PI,Belém do Piauí,3587,3485,2201572
PI,Beneditinos,10473,10032,2201606
PI,Bertolínia,5507,5408,2201705
PI,Betânia do Piauí,6210,6102,2201739
PI,Boa Hora,6815,6633,2201770
PI,Bocaina,4505,4440,2201804
PI,Bom Jesus,25387,24532,2201903
PI,Bom Princípio do Piauí,5651,5517,2201919
PI,Bonfim do Piauí,5685,5564,2201929
PI,Boqueirão do Piauí,6426,6284,2201945
PI,Brasileira,8347,8177,2201960
PI,Brejo do Piauí,3848,3845,2201988
PI,Buriti dos Lopes,19807,19441,2202000
PI,Buriti dos Montes,8264,7909,2202026
PI,Cabeceiras do Piauí,10630,10368,2202059
PI,Cajazeiras do Piauí,3573,3485,2202075
PI,Cajueiro da Praia,7674,7483,2202083
PI,Caldeirão Grande do Piauí,5781,5680,2202091
PI,Campinas do Piauí,5620,5515,2202109
PI,Campo Alegre do Fidalgo,5069,4935,2202117
PI,Campo Grande do Piauí,5965,5823,2202133
PI,Campo Largo do Piauí,7311,7126,2202174
PI,Campo Maior,46893,46031,2202208
PI,Canavieira,3944,3898,2202251
PI,Canto do Buriti,21258,20770,2202307
PI,Capitão de Campos,11445,11205,2202406
PI,Capitão Gervásio Oliveira,4114,4021,2202455
PI,Caracol,10964,10688,2202505
PI,Caraúbas do Piauí,5890,5750,2202539
PI,Caridade do Piauí,5085,5012,2202554
PI,Castelo do Piauí,19715,19410,2202604
PI,Caxingó,5451,5306,2202653
PI,Cocal,27845,27287,2202703
PI,Cocal de Telha,4899,4805,2202711
PI,Cocal dos Alves,6168,6042,2202729
PI,Coivaras,4032,3942,2202737
PI,Colônia do Gurguéia,6516,6345,2202752
PI,Colônia do Piauí,7661,7532,2202778
PI,Conceição do Canindé,4807,4540,2202802
PI,Coronel José Dias,4685,4605,2202851
PI,Corrente,26709,26149,2202901
PI,Cristalândia do Piauí,8323,8130,2203008
PI,Cristino Castro,10444,10235,2203107
PI,Curimatá,11426,11158,2203206
PI,Currais,4968,4859,2203230
PI,Curralinhos,4459,4353,2203255
PI,Curral Novo do Piauí,5367,5152,2203271
PI,Demerval Lobão,13840,13575,2203305
PI,Dirceu Arcoverde,7029,6880,2203354
PI,Dom Expedito Lopes,6922,6774,2203404
PI,Domingos Mourão,4354,4288,2203420
PI,Dom Inocêncio,9565,9396,2203453
PI,Elesbão Veloso,14575,14406,2203503
PI,Eliseu Martins,4930,4822,2203602
PI,Esperantina,39848,38983,2203701
PI,Fartura do Piauí,5319,5210,2203750
PI,Flores do Piauí,4462,4394,2203800
PI,Floresta do Piauí,2560,2517,2203859
PI,Floriano,60025,58892,2203909
PI,Francinópolis,5347,5265,2204006
PI,Francisco Ayres,4323,4309,2204105
PI,Francisco Macedo,3200,3113,2204154
PI,Francisco Santos,9372,9108,2204204
PI,Fronteiras,11659,11405,2204303
PI,Geminiano,5460,5337,2204352
PI,Gilbués,10694,10518,2204402
PI,Guadalupe,10497,10337,2204501
PI,Guaribas,4568,4484,2204550
PI,Hugo Napoleão,3879,3815,2204600
PI,Ilha Grande,9457,9242,2204659
PI,Inhuma,15319,15056,2204709
PI,Ipiranga do Piauí,9838,9626,2204808
PI,Isaías Coelho,8566,8424,2204907
PI,Itainópolis,11551,11375,2205003
PI,Itaueira,11028,10837,2205102
PI,Jacobina do Piauí,5729,5671,2205151
PI,Jaicós,19170,18725,2205201
PI,Jardim do Mulato,4513,4422,2205250
PI,Jatobá do Piauí,4875,4777,2205276
PI,Jerumenha,4447,4388,2205300
PI,João Costa,3005,2963,2205359
PI,Joaquim Pires,14376,14105,2205409
PI,Joca Marques,5466,5331,2205458
PI,José de Freitas,39336,38440,2205508
PI,Juazeiro do Piauí,5485,5385,2205516
PI,Júlio Borges,5640,5523,2205524
PI,Jurema,4777,4671,2205532
PI,Lagoinha do Piauí,2858,2785,2205540
PI,Lagoa Alegre,8577,8365,2205557
PI,Lagoa do Barro do Piauí,4656,4580,2205565
PI,Lagoa de São Francisco,6777,6630,2205573
PI,Lagoa do Piauí,4075,3987,2205581
PI,Lagoa do Sítio,5198,5068,2205599
PI,Landri Sales,5283,5227,2205607
PI,Luís Correia,30438,29683,2205706
PI,Luzilândia,25504,25067,2205805
PI,Madeiro,8342,8143,2205854
PI,Manoel Emídio,5351,5265,2205904
PI,Marcolândia,8543,8299,2205953
PI,Marcos Parente,4547,4479,2206001
PI,Massapê do Piauí,6449,6332,2206050
PI,Matias Olímpio,10958,10740,2206100
PI,Miguel Alves,33833,33146,2206209
PI,Miguel Leão,1242,1231,2206308
PI,Milton Brandão,6608,6513,2206357
PI,Monsenhor Gil,10564,10409,2206407
PI,Monsenhor Hipólito,7767,7605,2206506
PI,Monte Alegre do Piauí,10615,10446,2206605
PI,Morro Cabeça no Tempo,4530,4070,2206654
PI,Morro do Chapéu do Piauí,6811,6672,2206670
PI,Murici dos Portelas,9209,8954,2206696
PI,Nazaré do Piauí,7322,7245,2206704
PI,Nazária,8602,8398,2206720
PI,Nossa Senhora de Nazaré,4891,4768,2206753
PI,Nossa Senhora dos Remédios,8723,8521,2206803
PI,Novo Oriente do Piauí,6556,6474,2206902
PI,Novo Santo Antônio,3003,2930,2206951
PI,Oeiras,37085,36385,2207009
PI,Olho D'Água do Piauí,2468,2409,2207108
PI,Padre Marcos,6873,6753,2207207
PI,Paes Landim,4126,4068,2207306
PI,Pajeú do Piauí,3404,3321,2207355
PI,Palmeira do Piauí,5036,4973,2207405
PI,Palmeirais,14587,14253,2207504
PI,Paquetá,3937,3893,2207553
PI,Parnaguá,10819,10589,2207603
PI,Parnaíba,153482,150201,2207702
PI,Passagem Franca do Piauí,4323,4491,2207751
PI,Patos do Piauí,6406,6271,2207777
PI,Pau D'Arco do Piauí,4065,3957,2207793
PI,Paulistana,20554,20198,2207801
PI,Pavussu,3669,3629,2207850
PI,Pedro II,38778,38090,2207900
PI,Pedro Laurentino,2544,2488,2207934
PI,Nova Santa Rita,4383,4295,2207959
PI,Picos,78431,76749,2208007
PI,Pimenteiras,12139,11925,2208106
PI,Pio IX,18459,18095,2208205
PI,Piracuruca,28874,28242,2208304
PI,Piripiri,63787,62695,2208403
PI,Porto,12608,12324,2208502
PI,Porto Alegre do Piauí,2720,2656,2208551
PI,Prata do Piauí,3150,3104,2208601
PI,Queimada Nova,9017,8821,2208650
PI,Redenção do Gurguéia,8796,8618,2208700
PI,Regeneração,17979,17697,2208809
PI,Riacho Frio,4309,4248,2208858
PI,Ribeira do Piauí,4488,4393,2208874
PI,Ribeiro Gonçalves,7376,7185,2208908
PI,Rio Grande do Piauí,6433,6330,2209005
PI,Santa Cruz do Piauí,6247,6134,2209104
PI,Santa Cruz dos Milagres,4033,3940,2209153
PI,Santa Filomena,6254,6155,2209203
PI,Santa Luz,5882,5741,2209302
PI,Santana do Piauí,4642,4552,2209351
PI,Santa Rosa do Piauí,5255,5177,2209377
PI,Santo Antônio de Lisboa,6441,6270,2209401
PI,Santo Antônio dos Milagres,2166,2120,2209450
PI,Santo Inácio do Piauí,3803,3726,2209500
PI,São Braz do Piauí,4451,4374,2209559
PI,São Félix do Piauí,2932,2909,2209609
PI,São Francisco de Assis do Piauí,5779,5810,2209658
PI,São Francisco do Piauí,6420,6326,2209708
PI,São Gonçalo do Gurguéia,3057,2975,2209757
PI,São Gonçalo do Piauí,5030,4918,2209807
PI,São João da Canabrava,4614,4529,2209856
PI,São João da Fronteira,6064,5919,2209872
PI,São João da Serra,6122,6064,2209906
PI,São João da Varjota,4848,4755,2209955
PI,São João do Arraial,8038,7804,2209971
PI,São João do Piauí,20662,20206,2210003
PI,São José do Divino,5354,5253,2210052
PI,São José do Peixe,3741,3692,2210102
PI,São José do Piauí,6700,6606,2210201
PI,São Julião,6371,6253,2210300
PI,São Lourenço do Piauí,4577,4497,2210359
PI,São Luis do Piauí,2646,2597,2210375
PI,São Miguel da Baixa Grande,2454,2412,2210383
PI,São Miguel do Fidalgo,3038,2992,2210391
PI,São Miguel do Tapuio,17639,17604,2210409
PI,São Pedro do Piauí,14324,14027,2210508
PI,São Raimundo Nonato,34877,33966,2210607
PI,Sebastião Barros,3451,3437,2210623
PI,Sebastião Leal,4303,4217,2210631
PI,Sigefredo Pacheco,10058,9865,2210656
PI,Simões,14649,14384,2210706
PI,Simplício Mendes,12746,12458,2210805
PI,Socorro do Piauí,4563,4506,2210904
PI,Sussuapara,6767,6581,2210938
PI,Tamboril do Piauí,2929,2861,2210953
PI,Tanque do Piauí,2773,2712,2210979
PI,Teresina,868075,847430,2211001
PI,União,44569,43689,2211100
PI,Uruçuí,21655,21105,2211209
PI,Valença do Piauí,20929,20579,2211308
PI,Várzea Branca,4938,4881,2211357
PI,Várzea Grande,4386,4329,2211407
PI,Vera Mendes,3080,3028,2211506
PI,Vila Nova do Piauí,2952,2947,2211605
PI,Wall Ferraz,4471,4383,2211704
CE,Abaiara,11853,11483,2300101
CE,Acarape,15036,16418,2300150
CE,Acaraú,63104,61715,2300200
CE,Acopiara,54481,53358,2300309
CE,Aiuaba,17493,17098,2300408
CE,Alcântaras,11781,11391,2300507
CE,Altaneira,7650,7413,2300606
CE,Alto Santo,17196,16927,2300705
CE,Amontada,43829,42508,2300754
CE,Antonina do Norte,7378,7253,2300804
CE,Apuiarés,14672,14644,2300903
CE,Aquiraz,80935,78438,2301000
CE,Aracati,74975,73188,2301109
CE,Aracoiaba,26535,26203,2301208
CE,Ararendá,10959,10800,2301257
CE,Araripe,21654,21345,2301307
CE,Aratuba,11802,11300,2301406
CE,Arneiroz,7844,7774,2301505
CE,Assaré,23478,23191,2301604
CE,Aurora,24610,24548,2301703
CE,Baixio,6303,6214,2301802
CE,Banabuiú,18256,17968,2301851
CE,Barbalha,61228,59343,2301901
CE,Barreira,22573,20835,2301950
CE,Barro,22758,22361,2302008
CE,Barroquinha,15044,14854,2302057
CE,Baturité,35941,35154,2302107
CE,Beberibe,53949,52719,2302206
CE,Bela Cruz,32722,32243,2302305
CE,Boa Viagem,54577,53945,2302404
CE,Brejo Santo,49842,48451,2302503
CE,Camocim,63907,62734,2302602
CE,Campos Sales,27470,27167,2302701
CE,Canindé,77244,77261,2302800
CE,Capistrano,17786,17621,2302909
CE,Caridade,22782,22065,2303006
CE,Cariré,18459,18653,2303105
CE,Caririaçu,26987,26876,2303204
CE,Cariús,18699,18807,2303303
CE,Carnaubal,17685,17549,2303402
CE,Cascavel,72232,70574,2303501
CE,Catarina,20871,20269,2303600
CE,Catunda,10376,10331,2303659
CE,Caucaia,365212,358164,2303709
CE,Cedro,25585,25038,2303808
CE,Chaval,13091,12931,2303907
CE,Choró,13565,13340,2303931
CE,Chorozinho,20274,19194,2303956
CE,Coreaú,23239,23000,2304004
CE,Crateús,75159,74350,2304103
CE,Crato,133031,129662,2304202
CE,Croatá,18133,17802,2304236
CE,Cruz,24977,23833,2304251
CE,Deputado Irapuan Pinheiro,9662,9483,2304269
CE,Ererê,7225,7134,2304277
CE,Eusébio,54337,51913,2304285
CE,Farias Brito,19389,18789,2304301
CE,Forquilha,24452,23801,2304350
CE,Fortaleza,2686612,2609716,2304400
CE,Fortim,16631,16115,2304459
CE,Frecheirinha,14134,13606,2304509
CE,General Sampaio,7694,6845,2304608
CE,Graça,14407,15300,2304657
CE,Granja,54962,54146,2304707
CE,Granjeiro,4814,4459,2304806
CE,Groaíras,11144,10931,2304905
CE,Guaiúba,26290,26091,2304954
CE,Guaraciaba do Norte,40784,39301,2305001
CE,Guaramiranga,5132,3632,2305100
CE,Hidrolândia,20053,20136,2305209
CE,Horizonte,68529,64673,2305233
CE,Ibaretama,13369,13203,2305266
CE,Ibiapina,25082,24739,2305308
CE,Ibicuitinga,12629,12242,2305332
CE,Icapuí,20060,19554,2305357
CE,Icó,68162,67345,2305407
CE,Iguatu,103074,102013,2305506
CE,Independência,26187,25962,2305605
CE,Ipaporanga,11596,11499,2305654
CE,Ipaumirim,12485,12327,2305704
CE,Ipu,42058,41485,2305803
CE,Ipueiras,38114,37957,2305902
CE,Iracema,14326,14098,2306009
CE,Irauçuba,24305,23704,2306108
CE,Itaiçaba,7866,7698,2306207
CE,Itaitinga,38325,38933,2306256
CE,Itapajé,53067,51538,2306306
CE,Itapipoca,130539,126234,2306405
CE,Itapiúna,20520,19872,2306504
CE,Itarema,42215,40822,2306553
CE,Itatira,21836,20484,2306603
CE,Jaguaretama,18147,17977,2306702
CE,Jaguaribara,11492,11200,2306801
CE,Jaguaribe,34636,34503,2306900
CE,Jaguaruana,33834,33607,2307007
CE,Jardim,27181,27074,2307106
CE,Jati,8130,7827,2307205
CE,Jijoca de Jericoacoara,20087,19224,2307254
CE,Juazeiro do Norte,276264,268248,2307304
CE,Jucás,24892,24540,2307403
CE,Lavras da Mangabeira,31492,31359,2307502
CE,Limoeiro do Norte,59890,58552,2307601
CE,Madalena,19864,19616,2307635
CE,Maracanaú,229458,223188,2307650
CE,Maranguape,130346,125058,2307700
CE,Marco,27595,26738,2307809
CE,Martinópole,11321,10990,2307908
CE,Massapê,39044,37892,2308005
CE,Mauriti,48168,46335,2308104
CE,Meruoca,15185,14814,2308203
CE,Milagres,27462,28292,2308302
CE,Milhã,13142,13152,2308351
CE,Miraíma,13894,13507,2308377
CE,Missão Velha,35480,35326,2308401
CE,Mombaça,43858,43678,2308500
CE,Monsenhor Tabosa,17249,17025,2308609
CE,Morada Nova,61738,61722,2308708
CE,Moraújo,8779,8579,2308807
CE,Morrinhos,22685,22067,2308906
CE,Mucambo,14549,14367,2309003
CE,Mulungu,10941,12682,2309102
CE,Nova Olinda,15684,15310,2309201
CE,Nova Russas,32408,31954,2309300
CE,Novo Oriente,28673,28288,2309409
CE,Ocara,25833,25261,2309458
CE,Orós,21384,21342,2309508
CE,Pacajus,73188,69877,2309607
CE,Pacatuba,84554,81627,2309706
CE,Pacoti,12288,11936,2309805
CE,Pacujá,6549,6186,2309904
CE,Palhano,9422,9248,2310001
CE,Palmácia,13439,13022,2310100
CE,Paracuru,35304,33665,2310209
CE,Paraipaba,32992,32256,2310258
CE,Parambu,31455,31213,2310308
CE,Paramoti,12252,11564,2310407
CE,Pedra Branca,43309,42795,2310506
CE,Penaforte,9143,8888,2310605
CE,Pentecoste,37900,36928,2310704
CE,Pereiro,16331,16139,2310803
CE,Pindoretama,20769,20430,2310852
CE,Piquet Carneiro,17086,16599,2310902
CE,Pires Ferreira,11001,10730,2310951
CE,Poranga,12347,12234,2311009
CE,Porteiras,14958,14965,2311108
CE,Potengi,11106,10856,2311207
CE,Potiretama,6437,6337,2311231
CE,Quiterianópolis,21166,20777,2311264
CE,Quixadá,88321,85991,2311306
CE,Quixelô,16147,14903,2311355
CE,Quixeramobim,81778,77931,2311405
CE,Quixeré,22293,21728,2311504
CE,Redenção,29146,27358,2311603
CE,Reriutaba,18385,18889,2311702
CE,Russas,78882,75762,2311801
CE,Saboeiro,15788,15715,2311900
CE,Salitre,16635,16248,2311959
CE,Santana do Acaraú,32654,31814,2312007
CE,Santana do Cariri,17712,17479,2312106
CE,Santa Quitéria,43711,43359,2312205
CE,São Benedito,48131,46414,2312304
CE,São Gonçalo do Amarante,48869,47791,2312403
CE,São João do Jaguaribe,7601,7670,2312502
CE,São Luís do Curu,13044,12805,2312601
CE,Senador Pompeu,25456,26496,2312700
CE,Senador Sá,7691,7442,2312809
CE,Sobral,210711,203682,2312908
CE,Solonópole,18357,18127,2313005
CE,Tabuleiro do Norte,30807,30378,2313104
CE,Tamboril,26225,25560,2313203
CE,Tarrafas,8573,8875,2313252
CE,Tauá,59062,57914,2313302
CE,Tejuçuoca,19371,18709,2313351
CE,Tianguá,76537,74107,2313401
CE,Trairi,56291,54820,2313500
CE,Tururu,16431,15768,2313559
CE,Ubajara,35047,34068,2313609
CE,Umari,7736,7668,2313708
CE,Umirim,19903,19602,2313757
CE,Uruburetama,22040,21411,2313807
CE,Uruoca,13915,13600,2313906
CE,Varjota,18471,18188,2313955
CE,Várzea Alegre,40903,40255,2314003
CE,Viçosa do Ceará,61410,59487,2314102
RN,Acari,11121,11338,2400109
RN,Açu,58384,57743,2400208
RN,Afonso Bezerra,11029,11207,2400307
RN,Água Nova,3272,3235,2400406
RN,Alexandria,13553,13839,2400505
RN,Almino Afonso,4710,4876,2400604
RN,Alto do Rodrigues,14728,14143,2400703
RN,Angicos,11705,11908,2400802
RN,Antônio Martins,7154,7221,2400901
RN,Apodi,35874,36257,2401008
RN,Areia Branca,27967,27176,2401107
RN,Arês,14417,14176,2401206
RN,Augusto Severo,9670,9742,2401305
RN,Baía Formosa,9322,9247,2401404
RN,Baraúna,28747,27667,2401453
RN,Barcelona,3994,4065,2401503
RN,Bento Fernandes,5525,5493,2401602
RN,Bodó,2197,2332,2401651
RN,Bom Jesus,10267,10185,2401701
RN,Brejinho,12787,12616,2401800
RN,Caiçara do Norte,6561,6606,2401859
RN,Caiçara do Rio do Vento,3715,3645,2401909
RN,Caicó,68343,67747,2402006
RN,Campo Redondo,11291,11156,2402105
RN,Canguaretama,34548,33949,2402204
RN,Caraúbas,20541,20636,2402303
RN,Carnaúba dos Dantas,8239,8117,2402402
RN,Carnaubais,10867,10592,2402501
RN,Ceará-Mirim,73886,73370,2402600
RN,Cerro Corá,11181,11331,2402709
RN,Coronel Ezequiel,5504,5590,2402808
RN,Coronel João Pessoa,4915,4972,2402907
RN,Cruzeta,7983,8155,2403004
RN,Currais Novos,44905,45060,2403103
RN,Doutor Severiano,7072,7187,2403202
RN,Parnamirim,267036,248623,2403251
RN,Encanto,5668,5630,2403301
RN,Equador,6054,6103,2403400
RN,Espírito Santo,10484,10714,2403509
RN,Extremoz,28936,27933,2403608
RN,Felipe Guerra,5997,6033,2403707
RN,Fernando Pedroza,3067,3055,2403756
RN,Florânia,9786,9258,2403806
RN,Francisco Dantas,2813,2899,2403905
RN,Frutuoso Gomes,4041,4204,2404002
RN,Galinhos,2845,2650,2404101
RN,Goianinha,26669,25685,2404200
RN,Governador Dix-Sept Rosado,13076,13103,2404309
RN,Grossos,10463,10293,2404408
RN,Guamaré,15963,14975,2404507
RN,Ielmo Marinho,13901,13559,2404606
RN,Ipanguaçu,15626,15308,2404705
RN,Ipueira,2253,2236,2404804
RN,Itajá,7595,7515,2404853
RN,Itaú,5897,5904,2404903
RN,Jaçanã,9238,8949,2405009
RN,Jandaíra,6893,6920,2405108
RN,Janduís,5248,5402,2405207
RN,Januário Cicco,10275,9989,2405306
RN,Japi,4995,5306,2405405
RN,Jardim de Angicos,2606,2666,2405504
RN,Jardim de Piranhas,14942,14734,2405603
RN,Jardim do Seridó,12396,12566,2405702
RN,João Câmara,35160,34839,2405801
RN,João Dias,2654,2693,2405900
RN,José da Penha,5946,6050,2406007
RN,Jucurutu,18315,18490,2406106
RN,Jundiá,3922,3881,2406155
RN,Lagoa d'Anta,6811,6743,2406205
RN,Lagoa de Pedras,7584,7529,2406304
RN,Lagoa de Velhos,2732,2768,2406403
RN,Lagoa Nova,15749,15434,2406502
RN,Lagoa Salgada,8297,8206,2406601
RN,Lajes,11344,11234,2406700
RN,Lajes Pintadas,4763,4813,2406809
RN,Lucrécia,4025,3968,2406908
RN,Luís Gomes,10146,10171,2407005
RN,Macaíba,81821,79211,2407104
RN,Macau,32039,31592,2407203
RN,Major Sales,4062,3955,2407252
RN,Marcelino Vieira,8336,8495,2407302
RN,Martins,8758,8750,2407401
RN,Maxaranguape,12544,12030,2407500
RN,Messias Targino,4634,4569,2407609
RN,Montanhas,11208,11537,2407708
RN,Monte Alegre,22576,22311,2407807
RN,Monte das Gameleiras,2084,2198,2407906
RN,Mossoró,300618,291937,2408003
RN,Natal,890480,877662,2408102
RN,Nísia Floresta,27938,26994,2408201
RN,Nova Cruz,37450,37547,2408300
RN,Olho-d'Água do Borges,4244,4359,2408409
RN,Ouro Branco,4813,4877,2408508
RN,Paraná,4276,4249,2408607
RN,Paraú,3750,3875,2408706
RN,Parazinho,5272,5215,2408805
RN,Parelhas,21545,21577,2408904
RN,Rio do Fogo,10905,10830,2408953
RN,Passa e Fica,13474,12880,2409100
RN,Passagem,3102,3092,2409209
RN,Patu,12809,12776,2409308
RN,Santa Maria,5621,5422,2409332
RN,Pau dos Ferros,30600,30206,2409407
RN,Pedra Grande,3199,3392,2409506
RN,Pedra Preta,2438,2550,2409605
RN,Pedro Avelino,6653,6998,2409704
RN,Pedro Velho,14844,14900,2409803
RN,Pendências,15272,14919,2409902
RN,Pilões,3869,3799,2410009
RN,Poço Branco,15531,15280,2410108
RN,Portalegre,7906,7861,2410207
RN,Porto do Mangue,6522,6691,2410256
RN,Serra Caiada,10522,9958,2410306
RN,Pureza,9724,9451,2410405
RN,Rafael Fernandes,5128,5078,2410504
RN,Rafael Godeiro,3208,3224,2410603
RN,Riacho da Cruz,3614,3526,2410702
RN,Riacho de Santana,4199,4278,2410801
RN,Riachuelo,8220,7970,2410900
RN,Rodolfo Fernandes,4462,4546,2411007
RN,Tibau,4140,4060,2411056
RN,Ruy Barbosa,3592,3673,2411106
RN,Santa Cruz,39988,39300,2411205
RN,Santana do Matos,11956,13445,2411403
RN,Santana do Seridó,2689,2688,2411429
RN,Santo Antônio,24280,24045,2411502
RN,São Bento do Norte,2717,2875,2411601
RN,São Bento do Trairí,4495,4372,2411700
RN,São Fernando,3595,3603,2411809
RN,São Francisco do Oeste,4255,4206,2411908
RN,São Gonçalo do Amarante,103672,99724,2412005
RN,São João do Sabugi,6207,6240,2412104
RN,São José de Mipibu,44236,43598,2412203
RN,São José do Campestre,12879,12971,2412302
RN,São José do Seridó,4665,4605,2412401
RN,São Miguel,23655,23444,2412500
RN,São Miguel do Gostoso,10362,9518,2412559
RN,São Paulo do Potengi,17720,17407,2412609
RN,São Pedro,5930,6177,2412708
RN,São Rafael,8192,8345,2412807
RN,São Tomé,11053,11214,2412906
RN,São Vicente,6450,6435,2413003
RN,Senador Elói de Souza,6127,6138,2413102
RN,Senador Georgino Avelino,4484,4373,2413201
RN,Serra de São Bento,5751,5877,2413300
RN,Serra do Mel,12083,11675,2413359
RN,Serra Negra do Norte,8092,8152,2413409
RN,Serrinha,6178,6470,2413508
RN,Serrinha dos Pintos,4816,4819,2413557
RN,Severiano Melo,2088,3517,2413607
RN,Sítio Novo,5561,5481,2413706
RN,Taboleiro Grande,2586,2542,2413805
RN,Taipu,12297,12398,2413904
RN,Tangará,15869,15700,2414001
RN,Tenente Ananias,10855,10731,2414100
RN,Tenente Laurentino Cruz,6019,5835,2414159
RN,Tibau do Sul,14440,13609,2414209
RN,Timbaúba dos Batistas,2421,2428,2414308
RN,Touros,33503,33778,2414407
RN,Triunfo Potiguar,3216,3346,2414456
RN,Umarizal,10520,10808,2414506
RN,Upanema,14800,14448,2414605
RN,Várzea,5515,5534,2414704
RN,Venha-Ver,4205,4154,2414753
